time	S1	S2
0.0	0.00015	0.0
0.09999999999999966	0.0001357142458302206	1.4285754169779439e-05
0.19999999999999923	0.00012278904347510366	2.721095652489641e-05
0.29999999999999877	0.00011109481620958571	3.8905183790414346e-05
0.3999999999999983	0.00010051432798353925	4.94856720164608e-05
0.49999999999999784	9.09415081161164e-05	5.905849188388362e-05
0.5999999999999979	8.228038792427746e-05	6.771961207572255e-05
0.699999999999998	7.444413862507535e-05	7.555586137492467e-05
0.799999999999998	6.735420086654993e-05	8.264579913345008e-05
0.8999999999999981	6.0939497160673416e-05	8.90605028393266e-05
0.9999999999999982	5.5135719322891074e-05	9.486428067710896e-05
1.0999999999999983	4.988468377475255e-05	0.00010011531622524751
1.1999999999999984	4.513374824646389e-05	0.00010486625175353619
1.2999999999999985	4.0835284031732586e-05	0.0001091647159682675
1.3999999999999986	3.694619850419624e-05	0.00011305380149580385
1.4999999999999987	3.342750310860411e-05	0.00011657249689139602
1.5999999999999988	3.0243922495810407e-05	0.00011975607750418974
1.6999999999999988	2.736354088311034e-05	0.00012263645911688982
1.799999999999999	2.4757482094638184e-05	0.00012524251790536193
1.899999999999999	2.23996200741934e-05	0.0001276003799258067
1.9999999999999991	2.0266316968350847e-05	0.00012973368303164924
2.099999999999997	1.8336186154106244e-05	0.00013166381384589385
2.199999999999995	1.6589877835380405e-05	0.0001334101221646197
2.2999999999999927	1.5009885058960956e-05	0.00013499011494103914
2.3999999999999906	1.3580368205167879e-05	0.00013641963179483228
2.4999999999999885	1.2286996193740428e-05	0.00013771300380625978
2.5999999999999863	1.1116802813015153e-05	0.00013888319718698502
2.699999999999984	1.0058056732077507e-05	0.00013994194326792265
2.799999999999982	9.100143892743147e-06	0.00014089985610725705
2.89999999999998	8.23346110233416e-06	0.00014176653889766606
2.999999999999978	7.449319760504912e-06	0.00014255068023949532
3.0999999999999757	6.739858754967222e-06	0.000143260141245033
3.1999999999999735	6.097965652883905e-06	0.0001439020343471163
3.2999999999999714	5.517205397864852e-06	0.00014448279460213534
3.3999999999999693	4.991755797744337e-06	0.00014500824420225587
3.499999999999967	4.516349156396692e-06	0.00014548365084360353
3.599999999999965	4.0862194644422e-06	0.00014591378053555805
3.699999999999963	3.6970546194236062e-06	0.00014630294538057665
3.7999999999999607	3.3449531964547193e-06	0.00014665504680354553
3.8999999999999586	3.026385335961586e-06	0.00014697361466403867
3.9999999999999565	2.738157356411102e-06	0.00014726184264358917
4.099999999999954	2.4773797372653545e-06	0.00014752262026273492
4.199999999999952	2.2414381511869167e-06	0.00014775856184881333
4.29999999999995	2.027967255089442e-06	0.0001479720327449108
4.399999999999948	1.834826977285641e-06	0.00014816517302271463
4.499999999999946	1.6600810630084265e-06	0.0001483399189369919
4.599999999999944	1.501977663221463e-06	0.0001484980223367788
4.699999999999942	1.358931772119586e-06	0.0001486410682278807
4.799999999999939	1.2295093372528986e-06	0.0001487704906627474
4.899999999999937	1.1124128829766098e-06	0.00014888758711702367
4.999999999999935	1.006468503099947e-06	0.0001489935314969003
