time	S1	S2
0.0	0.0015	0.0
0.09999999999999966	0.0013571424583022054	0.00014285754169779435
0.19999999999999923	0.0012278904347510359	0.000272109565248964
0.29999999999999877	0.0011109481620958565	0.0003890518379041433
0.3999999999999983	0.0010051432798353923	0.000494856720164608
0.49999999999999784	0.0009094150811611641	0.0005905849188388362
0.5999999999999979	0.0008228038792427747	0.0006771961207572255
0.699999999999998	0.0007444413862507536	0.0007555586137492467
0.799999999999998	0.0006735420086654997	0.0008264579913345006
0.8999999999999981	0.0006093949716067346	0.0008906050283932656
0.9999999999999982	0.0005513571932289109	0.0009486428067710894
1.0999999999999983	0.0004988468377475256	0.0010011531622524748
1.1999999999999984	0.00045133748246463894	0.0010486625175353615
1.2999999999999985	0.0004083528403173258	0.0010916471596826745
1.3999999999999986	0.0003694619850419624	0.0011305380149580382
1.4999999999999987	0.00033427503108604106	0.0011657249689139592
1.5999999999999988	0.000302439224958104	0.0011975607750418964
1.6999999999999988	0.0002736354088311034	0.0012263645911688968
1.799999999999999	0.00024757482094638175	0.0012524251790536182
1.899999999999999	0.00022399620074193391	0.0012760037992580657
1.9999999999999991	0.00020266316968350835	0.0012973368303164916
2.099999999999997	0.0001833618615410624	0.0013166381384589376
2.199999999999995	0.00016589877835380403	0.0013341012216461958
2.2999999999999927	0.00015009885058960958	0.0013499011494103907
2.3999999999999906	0.00013580368205167877	0.0013641963179483213
2.4999999999999885	0.00012286996193740428	0.0013771300380625957
2.5999999999999863	0.0001111680281301515	0.0013888319718698488
2.699999999999984	0.00010058056732077505	0.0013994194326792254
2.799999999999982	9.100143892743143e-05	0.0014089985610725693
2.89999999999998	8.233461102334156e-05	0.0014176653889766593
2.999999999999978	7.449319760504911e-05	0.001425506802394952
3.0999999999999757	6.739858754967224e-05	0.001432601412450329
3.1999999999999735	6.097965652883908e-05	0.0014390203434711626
3.2999999999999714	5.5172053978648536e-05	0.001444827946021353
3.3999999999999693	4.991755797744338e-05	0.0014500824420225582
3.499999999999967	4.5163491563966914e-05	0.0014548365084360347
3.599999999999965	4.086219464442199e-05	0.0014591378053555796
3.699999999999963	3.697054619423606e-05	0.001463029453805766
3.7999999999999607	3.344953196454717e-05	0.0014665504680354549
3.8999999999999586	3.026385335961584e-05	0.0014697361466403864
3.9999999999999565	2.7381573564111e-05	0.0014726184264358911
4.099999999999954	2.477379737265352e-05	0.001475226202627349
4.199999999999952	2.241438151186915e-05	0.0014775856184881335
4.29999999999995	2.0279672550894405e-05	0.001479720327449108
4.399999999999948	1.8348269772856392e-05	0.001481651730227146
4.499999999999946	1.660081063008425e-05	0.001483399189369918
4.599999999999944	1.501977663221462e-05	0.0014849802233677877
4.699999999999942	1.3589317721195849e-05	0.0014864106822788064
4.799999999999939	1.2295093372528974e-05	0.001487704906627473
4.899999999999937	1.1124128829766081e-05	0.001488875871170236
4.999999999999935	1.0064685030999454e-05	0.0014899353149690027
